brand,model,type,exteriorColor,warehouse,sourceId,sourceName,currentStock,minStock,maxStock,soldLast90Days,soldLast30Days,averageMonthlySales,leadTimeDays,leadTimeDemand,suggestedOrderQuantity,reorderPoint,targetCoverageMonths,urgency,reason
"FOR","T5EV Friday Exclusive-630Km","T5EV Friday","Blue","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EV Friday Exclusive-630Km","T5EV Friday","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EV Friday Exclusive-410Km","T5EV Friday","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EV Friday Exclusive-410Km","T5EV Friday","Gray","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EV Friday Exclusive-630Km","T5EV Friday","Green","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EV Friday Exclusive-630Km","T5EV Friday","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Xinghai S7","Xinghai S7","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Xinghai S7","Xinghai S7","Blue","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Xinghai S7","Xinghai S7","Red","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Xinghai S7","Xinghai S7","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Xinghai S7","Xinghai S7","Green","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EV Friday Exclusive-410Km","T5EV Friday","Dark Gray","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","M5 EV passenger version - Luxury Type","M5 EV","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","M5 EV passenger version - Luxury Type","M5 EV","Yellow","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","M5 EV Cargo version","M5 EV","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EVO GASOLINE EXCLUSIVE VERSION","T5 EVO","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EVO GASOLINE EXCLUSIVE VERSION","T5 EVO","Gray","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","T5EVO GASOLINE EXCLUSIVE VERSION","T5 EVO","Green","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","M6 HEV MPV","M6 PHEV","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","E30X","JAC_E30X","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","E30X","JAC_E30X","BEIGE","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","E30X","JAC_E30X","Gray","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","E30X","JAC_E30X","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","E30X","JAC_E30X","Blue","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT Flagship Version","Items","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT Flagship Version","Items","Gray","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT Flagship Version","Items","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Flagship Version","Items","White","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Flagship Version","Items","Black","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Flagship Version","Items","Gray","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2025 EU","FOR_S7_EV_EU","Black","","dania","دانية الضلال","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2023 CCC","FOR_S7_EV_CCC","Black","","dania","دانية الضلال","0","1","10","2","0","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2023 CCC","FOR_S7_EV_CCC","Blue","","dania","دانية الضلال","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2023 CCC","FOR_S7_EV_CCC","White","","dania","دانية الضلال","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Standard - 2023 CCC","FOR_S7_EV_CCC","Red","","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC E30X EV 405 KM Luxury PRO - 2026 EU","JAC_E30X_EV_EU","Gray","","dania","دانية الضلال","0","1","10","8","0","2.67","30","2.67","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC J7 Gasoline Luxury - 2026 GCC","JAC_J7_ICE_GCC","Gray","","dania","دانية الضلال","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Luxury - 2026 GCC","FOR_S7_REV_GCC","Green","","dania","دانية الضلال","0","1","10","5","3","1.67","30","1.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive - 2026 GCC","FOR_S7_REV_GCC","Black","","dania","دانية الضلال","0","1","10","4","2","1.33","30","1.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive - 2026 GCC","FOR_S7_REV_GCC","Green","","dania","دانية الضلال","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive - 2026 GCC","FOR_S7_REV_GCC","Red","","dania","دانية الضلال","0","1","10","2","1","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Exclusive - 2026 GCC","FOR_S7_EV_GCC","Green","Freezone Warehouse","dania","دانية الضلال","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 EV 550 KM Exclusive - 2026 GCC","FOR_S7_EV_GCC","Black","Freezone Warehouse","dania","دانية الضلال","0","1","10","2","2","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Hybrid Exclusive - 2026 GCC","FOR_T5_HEV_GCC","CHAMPAGNE","","dania","دانية الضلال","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Luxury - 2026 GCC","FOR_T5_REV_GCC","Dark Green","","dania","دانية الضلال","0","1","10","3","3","1","30","1","10","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 6seat VIP","ROX_01","Black","","laith","الليث اللامع","0","1","10","38","9","12.67","30","12.67","10","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 6seat VIP","ROX_01","Silver","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 7seat","ROX_01","Silver","Warehouse - Al - Breeme","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 6seat VIP","ROX_01","Green","","laith","الليث اللامع","0","1","10","11","3","3.67","30","3.67","10","2","3","critical","Current stock is below minimum stock."
"ROX","Rox 01 7seat","ROX_01","Green","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT One-tone Intelligent","JAC_J7","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT One-tone Intelligent","JAC_J7","Gray","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT One-tone Intelligent","JAC_J7","Black","","laith","الليث اللامع","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT One-tone Intelligent","JAC_J7","Blue","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Dual Tone  Intelligent","JAC_J7","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","J7 1.5T CVT Dual Tone  Intelligent","JAC_J7","Blue","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT One-tone  Intelligent","JAC_JS4","White","","laith","الليث اللامع","0","1","10","2","0","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT One-tone  Intelligent","JAC_JS4","Red","Warehouse - AL-Bassami - AL-Janadrih","laith","الليث اللامع","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT Dual Tone  Intelligent","JAC_JS4","White","Warehouse - AL-Bassami - AL-Janadrih","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT Dual Tone  Intelligent","JAC_JS4","Gray","","laith","الليث اللامع","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS6 1.5T DCT Luxury","JAC_JS6","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS6 1.5T DCT Luxury","JAC_JS6","Gray","Warehouse - AL-Bassami - AL-Janadrih","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS6 1.5T DCT Flagship","JAC_JS6","Gray","","laith","الليث اللامع","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS4 1.5T CVT One-tone  Intelligent","JAC_JS4","Blue","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS6 1.5T DCT COMFORT","JAC_JS6","Green","AL-NASEEM SHOWROOM","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS6PHEV FLAGSHIP Version","JAC_JS6","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","S2 1.5VVT","JAC_JS2","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JS8 PRO 1.5T","JAC_JS8","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","RF8","JAC_RF8","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"ROX","ROX ADAMAS 6seat VIP","ROX_ADAMAS","Green","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"ROX","ROX ADAMAS 7seat","ROX_ADAMAS","Gray","","laith","الليث اللامع","0","1","10","12","7","4","30","4","10","2","3","critical","Current stock is below minimum stock."
"ROX","ROX ADAMAS 7seat","ROX_ADAMAS","White","","laith","الليث اللامع","0","1","10","5","1","1.67","30","1.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Luxury","FOR_S7_REV_GCC","White","","laith","الليث اللامع","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive","FOR_S7_REV_GCC","Green","","laith","الليث اللامع","0","1","10","2","2","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive","FOR_S7_REV_GCC","White","","laith","الليث اللامع","0","1","10","3","0","1","30","1","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive","FOR_S7_REV_GCC","Black","","laith","الليث اللامع","0","1","10","11","3","3.67","30","3.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive","FOR_S7_REV_GCC","purple","","laith","الليث اللامع","0","1","10","2","1","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing S7 REV Exclusive","FOR_S7_REV_GCC","Blue","","laith","الليث اللامع","0","1","10","7","3","2.33","30","2.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Exclusive - 2026 GCC","FOR_T5_REV_GCC","Green","","laith","الليث اللامع","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Exclusive - 2026 GCC","FOR_T5_REV_GCC","light brown","","laith","الليث اللامع","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Exclusive - 2026 GCC","FOR_T5_REV_GCC","White","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Exclusive - 2026 GCC","FOR_T5_REV_GCC","Black","","laith","الليث اللامع","0","1","10","4","2","1.33","30","1.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 REV Luxury","FOR_T5_REV_GCC","","","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"ROX","ROX ADAMAS 7seat_Used","ROX_ADAMAS","Green Plus","JEDDAH - AUTO MALL","laith","الليث اللامع","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - VW ID.6 EV Pro - 2022 CCC","Used_Multi Brands_All","Gold","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - BYD Song L Excellence EV 662 KM - 2023 CCC","Used_Multi Brands_All","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"UV","Used Vehicles - DFM BOX E3 - 2025 EU","Used_Dongfeng_All","Silver","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng AX7 Gasoline - E1 2023 CCC","DFM_AX7_ICE_CCC","Black","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng AX7 Gasoline - E1 2023 CCC","DFM_AX7_ICE_CCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing M5 9 Seats EV 401 KM Luxury - 2025 CCC","FOR_M5_EV_CCC","Champagne","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing M5 9 Seats EV 401 KM Luxury - 2025 CCC","FOR_M5_EV_CCC","Black","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 EVO Gasoline Exclusive - 2023 CCC","FOR_T5_ICE_CCC","Pearly White","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 EVO Gasoline Exclusive - 2023 CCC","FOR_T5_ICE_CCC","White","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Nano Box EX1 EV 330 KM - 2024 CCC","DFM_Nano Box_EV_CCC","Black","Vehicles - Cannibalize - Maintenance","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng E70 EV 400 KM - 2023 CCC","DFM_E70_EV_CCC","White","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Rich 6 Pick-up 4*4 Diesel 2023 CCC","DFM_RICH 6_Diesel_CCC","Blue","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Huge Hybrid - E2 2026 CCC","DFM_Huge_HEV_CCC","GREY+BLACK TOP","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 410 KM - 2023 CCC","FOR_T5_EV_CCC","Black","","laithCars","الليث لتجارة السيارات","0","1","10","33","11","11","30","11","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 410 KM - 2023 CCC","FOR_T5_EV_CCC","Dark Grey","","laithCars","الليث لتجارة السيارات","0","1","10","47","12","15.67","30","15.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 410 KM - 2023 CCC","FOR_T5_EV_CCC","Grey","Brokers Amman Custom","laithCars","الليث لتجارة السيارات","0","1","10","2","1","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"FOR","Forthing T5 Friday EV 410 KM - 2023 CCC","FOR_T5_EV_CCC","White","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage HEV - E1 2025 CCC","DFM_Mage_HEV_CCC","WHITE / BLACK","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","White","","laithCars","الليث لتجارة السيارات","0","1","10","55","11","18.33","30","18.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","Black","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","0","1","10","25","5","8.33","30","8.33","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD HAN EV 605 KM Champion Honor - 2023 CCC","MB_BYD_EV_CCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","Pearly White","","laithCars","الليث لتجارة السيارات","0","1","10","2","0","0.67","30","0.67","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","Navy","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"MB","BYD Destroyer 05 Hybrid - 2025 CCC","MB_BYD_HEV_CCC","Black","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"JAC","JAC T8 Pick-up Double Cabin Diesel 2023 CCC","JAC_T8_Diesel_CCC","Blue","Amman -Vehicles- Khalda Custom","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"MB","DFSK Fengon Glory IX5 Gasoline - 2024 CCC","MB_DFSK_ICE_CCC","Red","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"BAIC","BAIC BJ30e BJ6470X52MHEV Hybrid LV5 - 2026 GCC","BAIC_BJ30e_HEV_GCC","Matt. Dark Gray","","laithCars","الليث لتجارة السيارات","0","1","10","16","0","5.33","30","5.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A30 Shine Gasoline - E1 2026 GCC","DFM_A30_ICE_GCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","15","4","5","30","5","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A30 Shine Max Gasoline - E2 2025 GCC","DFM_A30_ICE_GCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng A30 Shine Gasoline - E1 2025 GCC","DFM_A30_ICE_GCC","White","Amman -Vehicles- Khalda Bonded","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","Silver","","laithCars","الليث لتجارة السيارات","0","1","10","123","21","41","30","41","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","Red and White","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","PURPLE+WHITE","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","BLUE+WHITE","","laithCars","الليث لتجارة السيارات","0","1","10","78","8","26","30","26","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E2 2025 EU","DFM_BOX_EV_EU","Silver","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 330 KM - E2 2025 EU","DFM_BOX_EV_EU","Silver","","laithCars","الليث لتجارة السيارات","0","1","10","10","1","3.33","30","3.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","PINK+WHITE","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 430 KM - E3 2025 EU","DFM_BOX_EV_EU","Red and Black","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Box EV 330 KM - E2 2025 EU","DFM_BOX_EV_EU","Purple","","laithCars","الليث لتجارة السيارات","0","1","10","1","1","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","Silver","","laithCars","الليث لتجارة السيارات","0","1","10","1","0","0.33","30","0.33","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","Grey","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
"DFM","Dongfeng Mage EV SKY-01 445 KM - E1 2026 GCC","DFM_Mage_EV_GCC","Blue","","laithCars","الليث لتجارة السيارات","0","1","10","0","0","0","30","0","10","2","3","critical","Current stock is below minimum stock."
